科目,代碼,班別,限修人數,支援系所,支援年級,支援班別,擋修系所,擋修年級,擋修班別,保留本系名額,篩選原則,支援通識科目,支援通識人數,先修科目,其他備註
運動技能學習,3904101,01班,40,無,無,無,[文學院學士班][文學院碩士班][中文系][中文所][外文系][外文所][歷史系][歷史所][哲學系][哲學所][語言所][語言所語言學組][語言所華語教學研究組][英語教學所][英語教學所][台文創應所][理學院學士班][理學院碩士班][數學系][應數所][應數所][數學科學博士班][地震所][地震所][物理系][物理所][統科所][統科所][地環系][應地環所][應地環所][地環所][數學所][分子生物所][分生所][生科系][生醫系][生醫所][生醫所][分生所][化暨生化系][化暨生化所][社會科學院學士班][社會科學院碩士班][社福系][社福所][心理系][心理所][勞工系][勞工所][勞工所碩士班][政治系][政治所][傳播系][電傳所][電傳所碩士班][戰略所][臨床心理所][臨床心理所碩士班][認知科學博士學位學程][工學院學士班][工學院碩士班][資工系][資工所][電機系][電機所][機械系][機械所][化工系][化工所][通訊系][通訊所][光機電所][光機電所][前瞻製造系統碩/博士學位學程][前瞻製造系統博士學位學程][環境智能博士學位學程][管理學院學士班][管理學院碩士班][經濟學系][國經所][國經所][財金系][財金所][企管系][企管所][會資系][會資所][資管系][資管所][國際財管碩士學位學程][行銷管理所][行銷管理所][醫療資訊管理所][醫管所][法學院學士班][法學院碩士班][法律系][法律所][法學組][法制組][財法系][財法所][教育學院學士班][教育學院碩士班][成教系][成教所][教育所][課研所][教育所][犯防系][犯防所][師培中心][課研所][教育領導碩士學位學程][教育領導博士學位學程][高齡教育所][高齡教育所][體育中心][通識中心][軍訓][語言中心],所有年級,所有班級,0,一次篩選,不支援,0,無,限本系生修讀;於加退選期間開放外系生選修。 &nbsp
運動裁判法,3904108,01班,40,無,無,無,[文學院學士班][文學院碩士班][中文系][中文所][外文系][外文所][歷史系][歷史所][哲學系][哲學所][語言所][語言所語言學組][語言所華語教學研究組][英語教學所][英語教學所][台文創應所][理學院學士班][理學院碩士班][數學系][應數所][應數所][數學科學博士班][地震所][地震所][物理系][物理所][統科所][統科所][地環系][應地環所][應地環所][地環所][數學所][分子生物所][分生所][生科系][生醫系][生醫所][生醫所][分生所][化暨生化系][化暨生化所][社會科學院學士班][社會科學院碩士班][社福系][社福所][心理系][心理所][勞工系][勞工所][勞工所碩士班][政治系][政治所][傳播系][電傳所][電傳所碩士班][戰略所][臨床心理所][臨床心理所碩士班][認知科學博士學位學程][工學院學士班][工學院碩士班][資工系][資工所][電機系][電機所][機械系][機械所][化工系][化工所][通訊系][通訊所][光機電所][光機電所][前瞻製造系統碩/博士學位學程][前瞻製造系統博士學位學程][環境智能博士學位學程][管理學院學士班][管理學院碩士班][經濟學系][國經所][國經所][財金系][財金所][企管系][企管所][會資系][會資所][資管系][資管所][國際財管碩士學位學程][行銷管理所][行銷管理所][醫療資訊管理所][醫管所][法學院學士班][法學院碩士班][法律系][法律所][法學組][法制組][財法系][財法所][教育學院學士班][教育學院碩士班][成教系][成教所][教育所][課研所][教育所][犯防系][犯防所][師培中心][課研所][教育領導碩士學位學程][教育領導博士學位學程][高齡教育所][高齡教育所][體育中心][通識中心][軍訓][語言中心],所有年級,所有班級,0,一次篩選,不支援,0,無,限本系生修;於加退選期間開放外系學生選修。 &nbsp
樂齡運動指導,3904115,01班,40,無,無,無,[文學院學士班][文學院碩士班][中文系][中文所][外文系][外文所][歷史系][歷史所][哲學系][哲學所][語言所][語言所語言學組][語言所華語教學研究組][英語教學所][英語教學所][台文創應所][理學院學士班][理學院碩士班][數學系][應數所][應數所][數學科學博士班][地震所][地震所][物理系][物理所][統科所][統科所][地環系][應地環所][應地環所][地環所][數學所][分子生物所][分生所][生科系][生醫系][生醫所][生醫所][分生所][化暨生化系][化暨生化所][社會科學院學士班][社會科學院碩士班][社福系][社福所][心理系][心理所][勞工系][勞工所][勞工所碩士班][政治系][政治所][傳播系][電傳所][電傳所碩士班][戰略所][臨床心理所][臨床心理所碩士班][認知科學博士學位學程][工學院學士班][工學院碩士班][資工系][資工所][電機系][電機所][機械系][機械所][化工系][化工所][通訊系][通訊所][光機電所][光機電所][前瞻製造系統碩/博士學位學程][前瞻製造系統博士學位學程][環境智能博士學位學程][管理學院學士班][管理學院碩士班][經濟學系][國經所][國經所][財金系][財金所][企管系][企管所][會資系][會資所][資管系][資管所][國際財管碩士學位學程][行銷管理所][行銷管理所][醫療資訊管理所][醫管所][法學院學士班][法學院碩士班][法律系][法律所][法學組][法制組][財法系][財法所][教育學院學士班][教育學院碩士班][成教系][成教所][教育所][課研所][教育所][犯防系][犯防所][師培中心][課研所][教育領導碩士學位學程][教育領導博士學位學程][高齡教育所][高齡教育所][體育中心][通識中心][軍訓][語言中心],所有年級,所有班級,0,一次篩選,不支援,0,無,限本系生修讀;於加退選期間開放外系學生選修。實際上課地點請依ecourse公告為準。 &nbsp
排球,3904116,01班,60,無,無,無,[文學院學士班][文學院碩士班][中文系][中文所][外文系][外文所][歷史系][歷史所][哲學系][哲學所][語言所][語言所語言學組][語言所華語教學研究組][英語教學所][英語教學所][台文創應所][理學院學士班][理學院碩士班][數學系][應數所][應數所][數學科學博士班][地震所][地震所][物理系][物理所][統科所][統科所][地環系][應地環所][應地環所][地環所][數學所][分子生物所][分生所][生科系][生醫系][生醫所][生醫所][分生所][化暨生化系][化暨生化所][社會科學院學士班][社會科學院碩士班][社福系][社福所][心理系][心理所][勞工系][勞工所][勞工所碩士班][政治系][政治所][傳播系][電傳所][電傳所碩士班][戰略所][臨床心理所][臨床心理所碩士班][認知科學博士學位學程][工學院學士班][工學院碩士班][資工系][資工所][電機系][電機所][機械系][機械所][化工系][化工所][通訊系][通訊所][光機電所][光機電所][前瞻製造系統碩/博士學位學程][前瞻製造系統博士學位學程][環境智能博士學位學程][管理學院學士班][管理學院碩士班][經濟學系][國經所][國經所][財金系][財金所][企管系][企管所][會資系][會資所][資管系][資管所][國際財管碩士學位學程][行銷管理所][行銷管理所][醫療資訊管理所][醫管所][法學院學士班][法學院碩士班][法律系][法律所][法學組][法制組][財法系][財法所][教育學院學士班][教育學院碩士班][成教系][成教所][教育所][課研所][教育所][犯防系][犯防所][師培中心][課研所][教育領導碩士學位學程][教育領導博士學位學程][高齡教育所][高齡教育所][體育中心][通識中心][軍訓][語言中心],所有年級,所有班級,0,一次篩選,不支援,0,無,限本系生修;於加退選期間開放外系學生選修。 &nbsp
運動健身器材科技,3904122,01班,40,無,無,無,[文學院學士班][文學院碩士班][中文系][中文所][外文系][外文所][歷史系][歷史所][哲學系][哲學所][語言所][語言所語言學組][語言所華語教學研究組][英語教學所][英語教學所][台文創應所][理學院學士班][理學院碩士班][數學系][應數所][應數所][數學科學博士班][地震所][地震所][物理系][物理所][統科所][統科所][地環系][應地環所][應地環所][地環所][數學所][分子生物所][分生所][生科系][生醫系][生醫所][生醫所][分生所][化暨生化系][化暨生化所][社會科學院學士班][社會科學院碩士班][社福系][社福所][心理系][心理所][勞工系][勞工所][勞工所碩士班][政治系][政治所][傳播系][電傳所][電傳所碩士班][戰略所][臨床心理所][臨床心理所碩士班][認知科學博士學位學程][工學院學士班][工學院碩士班][資工系][資工所][電機系][電機所][機械系][機械所][化工系][化工所][通訊系][通訊所][光機電所][光機電所][前瞻製造系統碩/博士學位學程][前瞻製造系統博士學位學程][環境智能博士學位學程][管理學院學士班][管理學院碩士班][經濟學系][國經所][國經所][財金系][財金所][企管系][企管所][會資系][會資所][資管系][資管所][國際財管碩士學位學程][行銷管理所][行銷管理所][醫療資訊管理所][醫管所][法學院學士班][法學院碩士班][法律系][法律所][法學組][法制組][財法系][財法所][教育學院學士班][教育學院碩士班][成教系][成教所][教育所][課研所][教育所][犯防系][犯防所][師培中心][課研所][教育領導碩士學位學程][教育領導博士學位學程][高齡教育所][高齡教育所][體育中心][通識中心][軍訓][語言中心],所有年級,所有班級,0,一次篩選,不支援,0,無,限本系生修讀;於加退選期間開放外系生選修。 &nbsp
運動生理學專題研究,3905131,01班,無,無,無,無,無,無,無,0,不需篩選,碩士班課程,不支援,0,無
教育行動研究,3915012,01班,無,無,無,無,無,無,無,0,不需篩選,碩士班課程,不支援,0,無
弱勢學生與教育研究,3915047,01班,無,無,無,無,無,無,無,0,不需篩選,碩士班課程,不支援,0,無
獨立研究：教學與學習（一）,3915105,01班,無,無,無,無,無,無,無,0,不需篩選,碩士班課程,不支援,0,無
教育人類學研究,3915141,01班,無,無,無,無,無,無,無,0,不需篩選,碩士班課程,不支援,0,無
學校微觀政治學專題,3917045,01班,無,無,無,無,無,無,無,0,不需篩選,博士班課程,不支援,0,無
獨立研究：課程（一）,3917105,01班,無,無,無,無,無,無,無,0,不需篩選,博士班課程,不支援,0,無
閱讀理解困難專題,3917252,01班,無,無,無,無,無,無,無,0,不需篩選,博士班課程,不支援,0,無
獨立研究：數位學習(二),3917253,01班,無,無,無,無,無,無,無,0,不需篩選,博士班課程,不支援,0,無
社會老年學研究,3925007,01班,無,無,無,無,無,無,無,0,不需篩選,碩士班課程,不支援,0,無
教育研究法,3925017,01班,無,無,無,無,無,無,無,0,不需篩選,碩士班課程,不支援,0,無
高齡健康照護政策研究,3925020,01班,無,無,無,無,無,無,無,0,不需篩選,碩士班課程,不支援,0,無
中高齡諮商與輔導,3925021,01班,無,無,無,無,無,無,無,0,不需篩選,碩士班課程,不支援,0,無
國際化與教育政策研究,3955007,01班,無,無,無,無,無,無,無,0,不需篩選,碩士班課程,不支援,0,無
教育人力資源發展研究,3955013,01班,無,無,無,無,無,無,無,0,不需篩選,碩士班課程,不支援,0,無
教育專題研究,3955019,01班,無,無,無,無,無,無,無,0,不需篩選,碩士班課程,不支援,0,無
學校諮商理論專題研究,3958009,01班,無,無,無,無,無,無,無,0,不需篩選,博士班課程,不支援,0,無
畢業論文：教師專業發展與自我導向學習,3958045,01班,無,無,無,無,無,無,無,0,不需篩選,博士班課程,不支援,0,無
工程倫理,4014001,01班,65,無,無,無,無,無,無,0,一次篩選,不支援,0,無,開放各系所大三、大四學生選修。 &nbsp
跨領域合作專題研究(二),4014007,01班,40,無,無,無,無,無,無,0,一次篩選,不支援,0,無,歡迎各學院大三、大四年級學生選修。 &nbsp
專利侵權鑑定理論與實務,4017012,01班,無,無,無,無,無,無,無,0,不需篩選,碩博合開,不支援,0,無
計算機概論,4100003,01班,80,[化工系],[1],所有班別,[資工系],所有年級,所有班級,0,一次篩選,不支援,0,無,資工系學生不可選修。 &nbsp
程式設計（二）,4101032,01班,80,無,無,無,[文學院學士班][中文系][外文系][歷史系][哲學系][理學院學士班][數學系][物理系][地環系][生科系][生醫系][化暨生化系][社會科學院學士班][社福系][心理系][勞工系][政治系][傳播系][電機系][機械系][化工系][通訊系][管理學院學士班][經濟學系][財金系][企管系][會資系][資管系][法學院學士班][法律系][法學組][法制組][財法系][教育學院學士班][成教系][犯防系][運競系],[2][3][4],所有班級,0,一次篩選,不支援,0,無,限資工系大一同學修習;限修人數80人。 &nbsp
程式設計（二）,4101032,02班,80,無,無,無,[文學院學士班][中文系][外文系][歷史系][哲學系][理學院學士班][數學系][物理系][地環系][生科系][生醫系][化暨生化系][社會科學院學士班][社福系][心理系][勞工系][政治系][傳播系][電機系][機械系][化工系][通訊系][管理學院學士班][經濟學系][財金系][企管系][會資系][資管系][法學院學士班][法律系][法學組][法制組][財法系][教育學院學士班][成教系][犯防系][運競系],[2][3][4],所有班級,0,一次篩選,不支援,0,無,限資工系大一同學修習;限修人數80人。 &nbsp
程式設計實習（二）,4101034,01班,40,無,無,無,[文學院學士班][中文系][外文系][歷史系][哲學系][理學院學士班][數學系][物理系][地環系][生科系][生醫系][化暨生化系][社會科學院學士班][社福系][心理系][勞工系][政治系][傳播系][電機系][機械系][化工系][通訊系][管理學院學士班][經濟學系][財金系][企管系][會資系][資管系][法學院學士班][法律系][法學組][法制組][財法系][教育學院學士班][成教系][犯防系][運競系],[2][3][4],所有班級,0,一次篩選,不支援,0,無,限修人數40人;限修習吳昇教授「4101032-01程式設計(二)」者選修。 &nbsp
程式設計實習（二）,4101034,02班,40,無,無,無,[文學院學士班][中文系][外文系][歷史系][哲學系][理學院學士班][數學系][物理系][地環系][生科系][生醫系][化暨生化系][社會科學院學士班][社福系][心理系][勞工系][政治系][傳播系][電機系][機械系][化工系][通訊系][管理學院學士班][經濟學系][財金系][企管系][會資系][資管系][法學院學士班][法律系][法學組][法制組][財法系][教育學院學士班][成教系][犯防系][運競系],[2][3][4],所有班級,0,一次篩選,不支援,0,無,限修人數40人;限修習高孟駿老師「4101032-02程式設計(二)」者選修。 &nbsp
程式設計實習（二）,4101034,03班,40,無,無,無,[文學院學士班][中文系][外文系][歷史系][哲學系][理學院學士班][數學系][物理系][地環系][生科系][生醫系][化暨生化系][社會科學院學士班][社福系][心理系][勞工系][政治系][傳播系][電機系][機械系][化工系][通訊系][管理學院學士班][經濟學系][財金系][企管系][會資系][資管系][法學院學士班][法律系][法學組][法制組][財法系][教育學院學士班][成教系][犯防系][運競系],[2][3][4],所有班級,0,一次篩選,不支援,0,無,限修人數40人;限修習吳昇教授「4101032-01程式設計(二)」者選修。 &nbsp
程式設計實習（二）,4101034,04班,40,無,無,無,[文學院學士班][中文系][外文系][歷史系][哲學系][理學院學士班][數學系][物理系][地環系][生科系][生醫系][化暨生化系][社會科學院學士班][社福系][心理系][勞工系][政治系][傳播系][電機系][機械系][化工系][通訊系][管理學院學士班][經濟學系][財金系][企管系][會資系][資管系][法學院學士班][法律系][法學組][法制組][財法系][教育學院學士班][成教系][犯防系][運競系],[2][3][4],所有班級,0,一次篩選,不支援,0,無,限修人數40人;限修習高孟駿老師「4101032-02程式設計(二)」者選修。 &nbsp
智慧機器人與深度學習入門,4101035,01班,80,無,無,無,無,無,無,0,一次篩選,不支援,0,無,資工大一微課程，開放全校學生選修。 &nbsp
計算方法概論,4102068,01班,63,無,無,無,[文學院學士班][中文系][歷史系][哲學系][理學院學士班][數學系][物理系][地環系][生科系][生醫系][化暨生化系][社會科學院學士班][社福系][心理系][勞工系][政治系][傳播系][電機系][機械系][化工系][通訊系][管理學院學士班][經濟學系][財金系][企管系][資管系][法學院學士班][法律系][法學組][法制組][財法系][教育學院學士班][成教系][犯防系][師培中心][運競系][體育中心][通識中心][軍訓][語言中心],[1][3][4],所有班級,0,一次篩選,不支援,0,無,限資工系大二同學修習;限修人數63人。  &nbsp
計算方法概論,4102068,02班,63,無,無,無,[文學院學士班][中文系][外文系][歷史系][哲學系][理學院學士班][數學系][物理系][地環系][生科系][生醫系][化暨生化系][社會科學院學士班][社福系][心理系][勞工系][政治系][傳播系][電機系][機械系][化工系][通訊系][管理學院學士班][經濟學系][財金系][企管系][會資系][資管系][法學院學士班][法律系][法學組][法制組][財法系][教育學院學士班][成教系][犯防系][師培中心][運競系][體育中心][通識中心][軍訓][語言中心],[1][3][4],所有班級,0,一次篩選,不支援,0,無,限資工系大二同學修習;限修人數63人。  &nbsp
資料分析的計算方法概論,4102069,01班,90,無,無,無,[資工系],[1],所有班級,0,一次篩選,不支援,0,無,資工大二以上同學選修 &nbsp
離散數學,4102085,01班,63,無,無,無,[文學院學士班][中文系][外文系][歷史系][哲學系][理學院學士班][數學系][物理系][地環系][生科系][生醫系][化暨生化系][社會科學院學士班][社福系][心理系][勞工系][政治系][傳播系][電機系][機械系][化工系][通訊系][管理學院學士班][經濟學系][財金系][企管系][會資系][資管系][法學院學士班][法律系][法學組][法制組][財法系][教育學院學士班][成教系][犯防系][運競系],[2][3][4],所有班級,0,一次篩選,不支援,0,無,限修63人 &nbsp
離散數學,4102085,02班,63,無,無,無,[文學院學士班][中文系][外文系][歷史系][哲學系][理學院學士班][數學系][物理系][地環系][生科系][生醫系][化暨生化系][社會科學院學士班][社福系][心理系][政治系][傳播系][電機系][機械系][化工系][通訊系][管理學院學士班][經濟學系][財金系][企管系][會資系][資管系][法學院學士班][法律系][法學組][法制組][財法系][教育學院學士班][成教系][犯防系][師培中心][運競系][體育中心][通識中心][軍訓][語言中心],所有年級,所有班級,0,一次篩選,不支援,0,無,限修63人 &nbsp
