學院,系所,年級,編號,班別,科目名稱,科目名稱_中文,科目名稱_英文,任課教授,上課時數,正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數,開課學制,課程大綱,備註
理學院,物理研究所,1,2205150,01,光電物理Electro-Optics ,光電物理,Electro-Optics ,段必輝 ,3,3/0/0,3,選修," 三G,H",物理館307,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2205150_01,
理學院,物理研究所,1,2205274,01,書報討論（二）Seminar (II) ,書報討論（二）,Seminar (II) ,蘇旺昌 曲宏宇 ,2,0/0/2,1,必修," 三8,9",物理館307,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2205274_01,碩士班課程，博士班同學請選(2206272)專題:書報討論(二)。
理學院,物理研究所,1,2205385,01,X光能譜學於凝態物理的應用The applications of X-ray spectroscopies in condensed matter physics ,,X光能譜學於凝態物理的應用The applications of X-ray spectroscopies in condensed matter physics ,秦伊瑩 ,3,3/0/0,3,選修," 四7,8,9",物理館304,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2205385_01,
理學院,物理研究所,1,2205386,01,磁性材料分析技術Analysis techniques on magnetic materials ,磁性材料分析技術,Analysis techniques on magnetic materials ,張文成 ,3,3/0/0,3,選修," 二7,8,9",物理館430,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2205386_01,先修科目(2205200)磁性物理(及格) 
理學院,物理研究所,1,2205945,01,高等物理數學Advanced Mathematical Physics ,高等物理數學,Advanced Mathematical Physics ,蘇旺昌 ,3,3/0/0,3,選修," 一8,9,10",物理館304,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2205945_01,先修科目(2202011)應用數學（一）(60分以上) (2202012)應用數學（二）(60分以上) (所有先修條件都必須符合)本課程加簽需經由任課老師同意。
理學院,物理研究所,1,2205958,01,專題：奈米光電Special Topics：Nanophotonics (全英語授課/English-taught)  ,專題：奈米光電 (全英語授課),Special Topics：Nanophotonics (English-taught)  ,許佳振 ,3,3/0/0,3,選修," 一8,9,10",物理館303,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2205958_01,"先修科目(2203050)光學(60分以上) (2202031)電磁學（一）(60分以上) (2202032)電磁學（二）(60分以上) (所有先修條件都必須符合) ,列入自然科學與材料生物科技全英文學分學程科目1.碩博合開，開放大學部選課。2.大學部學生選課需經任課老師同意。"
理學院,物理研究所,1,2206272,01,專題：書報討論（二）Special Topics ：Colloquium (II) ,專題：書報討論（二）,Special Topics ：Colloquium (II) ,張文成 ,2,0/0/2,1,必修," 三8,9",物理館304A,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2206272_01,1.博士班課程。2.碩士班請選(2205274)書報討論(二)。 
理學院,統計科學研究所,1,2315704,01,應用機率Applied Probability ,應用機率,Applied Probability ,高正雄 ,3,3/0/0,3,選修," 五7,8,9",數學館307A,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2315704_01,
理學院,統計科學研究所,1,2315712,01,數理統計（二）Mathematical Statistics (II) ,數理統計（二）,Mathematical Statistics (II) ,樓文達 ,3,3/0/0,3,必修, 二B 四B,數學館307A,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2315712_01,
理學院,統計科學研究所,1,2315733,01,計算統計Computational Statistics ,計算統計,Computational Statistics ,王義富 ,3,3/0/0,3,必修, 二C 四C,數學館527,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2315733_01,
理學院,統計科學研究所,1,2315743,01,存活分析Survival Analysis ,存活分析,Survival Analysis ,謝進見 ,3,3/0/0,3,選修, 一C 三C,數學館307A,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2315743_01,
理學院,統計科學研究所,1,2315748,01,可靠度分析 Reliability Analysis ,可靠度分析 ,Reliability Analysis ,王義富 ,3,3/0/0,3,選修, 一E 三E,數學館527,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2315748_01,
理學院,統計科學研究所,1,2315776,01,長期追蹤資料分析Longitudinal Data Analysis ,長期追蹤資料分析,Longitudinal Data Analysis ,沈仲維 ,3,3/0/0,3,選修, 一F 三F,數學館307A,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2315776_01,
理學院,統計科學研究所,1,2316732,01,機器學習Machine Learning ,機器學習,Machine Learning ,樓文達 ,3,3/0/0,3,選修, 二E 四E,數學館307A,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2316732_01,
理學院,地球與環境科學系碩士班,1,2365002,01,書報討論（二）Seminar(Ⅱ) ,書報討論（二）,Seminar(Ⅱ) ,郭昱廷 ,2,0/0/2,1,必修," 三7,8",地震館301,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2365002_01,碩班必修
理學院,地球與環境科學系碩士班,1,2365004,01,書報討論（四）Seminar(Ⅳ) ,書報討論（四）,Seminar(Ⅳ) ,汪良奇 ,2,0/0/2,1,必修," 三10,11",地震館301,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2365004_01,碩班必修
理學院,地球與環境科學系碩士班,1,2365008,01,重磁力測勘Gravity and Magnetic Prospectings ,重磁力測勘,Gravity and Magnetic Prospectings ,陳朝輝 ,3,3/0/0,3,選修," 二3,4,5",地震館304,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2365008_01,碩博選修
理學院,地球與環境科學系碩士班,1,2365022,01,環境污染物傳輸Fate and Transport of Environmental Contaminants ,環境污染物傳輸,Fate and Transport of Environmental Contaminants ,范誠偉 ,3,3/0/0,3,選修," 二7,8,9",地震館305,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2365022_01," ,列入環境生物技術學程科目碩班課程，開放大四選修"
理學院,地球與環境科學系碩士班,1,2365028,01,時序分析Time Series Analysis ,時序分析,Time Series Analysis ,温怡瑛 ,3,3/0/0,3,選修," 一C,D",地震館304,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2365028_01,碩班課程，開放大三四選修
理學院,地球與環境科學系碩士班,1,2365031,01,地球化學Geochemistry ,地球化學,Geochemistry ,趙鴻椿 ,3,3/0/0,3,選修," 一E,F",地震館304,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2365031_01,碩班課程，開放大三四選修
理學院,地球與環境科學系碩士班,1,2365033,01,高等環境土壤學Advanced environmental and soil sciences (全英語授課/English-taught)  ,高等環境土壤學 (全英語授課),Advanced environmental and soil sciences (English-taught)  ,陳建易 ,3,3/0/0,3,選修," 二2,3,4",數學館106,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2365033_01,
理學院,數學研究所,1,2405402,01,代數通論（二）Topics in Algebra (II) ,代數通論（二）,Topics in Algebra (II) ,江謝宏任 ,3,3/0/0,3,必修, 二F 四F,數學館308A,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2405402_01,
理學院,數學研究所,1,2405406,01,代數專題（二）Special Topics in Algebra (II) ,代數專題（二）,Special Topics in Algebra (II) ,廖文欽 江謝宏任 ,3,3/0/0,3,選修," 一10,11,12",數學館308A,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2405406_01,
理學院,分子生物研究所,1,2455004,01,分子生物學書報討論（二）Seminar on Molecular Biology (II) ,分子生物學書報討論（二）,Seminar on Molecular Biology (II) ,戴建國 ,2,0/0/2,1,必修," 五4,5",生醫系228,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2455004_01,碩一必修
理學院,分子生物研究所,1,2455015,01,分子生物學書報討論（四）Seminar on Molecular Biology (IV) ,分子生物學書報討論（四）,Seminar on Molecular Biology (IV) ,吳淑芬 ,2,0/0/2,1,必修," 五2,3",生醫系236,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2455015_01,碩二必修
理學院,分子生物研究所,1,2455019,01,高等細胞生物學Advanced Cell Biology ,高等細胞生物學,Advanced Cell Biology ,李沁 ,3,3/0/0,3,必修," 四3,4,5",生醫系236,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2455019_01,限大四以上學生修
理學院,分子生物研究所,1,2455106,01,基因重組病毒之原理與運用（二）Principle and application of Recombinant Technology on Virology (II) ,基因重組病毒之原理與運用（二）,Principle and application of Recombinant Technology on Virology (II) ,張德卿 ,2,0/0/2,1,選修," 四11,12",生醫系460,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2455106_01,限研究生修
理學院,分子生物研究所,1,2455107,01,分子病毒學特論Molecular Virology ,分子病毒學特論,Molecular Virology ,張德卿 ,3,3/0/0,3,選修," 三8,9,10",生醫系460,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2455107_01,限研究生修
理學院,分子生物研究所,1,2455511,01,分生技術實驗設計Experimental Design in Molecular Biology ,分生技術實驗設計,Experimental Design in Molecular Biology ,李沁 ,2,2/0/0,2,選修," 四8,9",生醫系236,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2455511_01,[A.基因體暨蛋白質體學群]
理學院,分子生物研究所,1,2455681,01,基因編輯之原理與應用The principle and applications of genome editing ,基因編輯之原理與應用,The principle and applications of genome editing ,余俊頴 ,2,2/0/0,2,選修," 二10,11",生醫系534,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2455681_01,[A.基因體暨蛋白質體學群]
理學院,分子生物研究所,1,2455710,01,生物化學專題研究（二）Special topics on Biochemistry (II) ,生物化學專題研究（二）,Special topics on Biochemistry (II) ,余俊頴 李政怡 ,4,0/0/4,2,選修," 二13,14 四13,14",生醫系534,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2455710_01,
理學院,分子生物研究所,1,2455711,01,分子運輸學專題研究（二）Special topics on Molecular Transportation ,分子運輸學專題研究（二）,Special topics on Molecular Transportation ,李沁 黃憲斌 ,4,0/0/4,2,選修," 二1,2 四13,14",生醫系230,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2455711_01,
理學院,分子生物研究所,1,2455712,01,細胞與發育生物學專題研究（二）Special topics on Cell and Developmental Biology (II) ,細胞與發育生物學專題研究（二）,Special topics on Cell and Developmental Biology (II) ,江明格 陳浩仁 ,4,0/0/4,2,選修," 一2,3 三2,3",生醫系534,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2455712_01,
理學院,分子生物研究所,1,2458001,01,分子生物學書報討論（五）Seminar on Molecular Biology (V) (全英語授課/English-taught)  ,分子生物學書報討論（五） (全英語授課),Seminar on Molecular Biology (V) (English-taught)  ,呂昱瑋 ,2,0/0/2,1,必修," 四6,7",生醫系230,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2458001_01," ,列入自然科學與材料生物科技全英文學分學程科目"
理學院,分子生物研究所,1,2458004,01,分子生物學書報討論（八）Seminar on Molecular Biology (VIII) ,分子生物學書報討論（八）,Seminar on Molecular Biology (VIII) ,呂昱瑋 ,2,0/0/2,1,必修," 五4,5",生醫系230,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2458004_01,博二必修
理學院,分子生物研究所,1,2458004,02,分子生物學書報討論（八）Seminar on Molecular Biology (VIII) (全英語授課/English-taught)  ,分子生物學書報討論（八） (全英語授課),Seminar on Molecular Biology (VIII) (English-taught)  ,呂昱瑋 ,2,0/0/2,1,必修," 四8,9",生醫系230,0,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2458004_02,
理學院,分子生物研究所,1,2458106,01,基因體技術及其生醫應用Genomics techniques and its biomedical application ,基因體技術及其生醫應用,Genomics techniques and its biomedical application ,呂昱瑋 ,3,3/0/0,3,選修," 三G,H",生醫系546,8,博士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2458106_01,[A.基因體暨蛋白質體學群]
理學院,生物醫學研究所,1,2555002,01,生物醫學書報討論（二）Seminar on Biomedical Science (II) ,生物醫學書報討論（二）,Seminar on Biomedical Science (II) ,戴建國 ,2,0/0/2,1,必修," 五2,3",生醫系228,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2555002_01,碩一必修
理學院,生物醫學研究所,1,2555004,01,生物醫學書報討論（四）Seminar on Biomedical Science(IV) ,生物醫學書報討論（四）,Seminar on Biomedical Science(IV) ,吳淑芬 ,2,0/0/2,1,必修," 五4,5",生醫系236,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2555004_01,碩二必修
理學院,生物醫學研究所,1,2555010,01,高等細胞生物學Advanced Cell Biology ,高等細胞生物學,Advanced Cell Biology ,李沁 ,3,3/0/0,3,必修," 四3,4,5",生醫系236,0,碩士班課程,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2555010_01,限大四以上學生修
理學院,生物醫學研究所,1,2555114,01,分子病毒學專題研究（二）Special topics on Molecular Virology(II) ,分子病毒學專題研究（二）,Special topics on Molecular Virology(II) ,張德卿 ,2,0/0/2,1,選修," 一13,14",生醫系460,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2555114_01,
理學院,生物醫學研究所,1,2555116,01,基因治療與免疫專題研究（二）Special topics on Gene Therapy and Immunology (II) ,基因治療與免疫專題研究（二）,Special topics on Gene Therapy and Immunology (II) ,吳淑芬 戴建國 ,4,0/0/4,2,選修," 二13,14 四13,14",生醫系460,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2555116_01,
理學院,生物醫學研究所,1,2555127,01,分子病毒學專題研究（四）Special topics on Molecular Virology(IV) ,分子病毒學專題研究（四）,Special topics on Molecular Virology(IV) ,張德卿 ,2,0/0/2,1,選修," 三13,14",生醫系460,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2555127_01,
理學院,生物醫學研究所,1,2555138,01,臨床分子腫瘤學Clinical Molecular Oncology ,臨床分子腫瘤學,Clinical Molecular Oncology ,林宏益 ,2,2/0/0,2,選修," 三9,10",生醫系228,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2555138_01,[B.分子與細胞生物學群]
理學院,生物醫學研究所,1,2555140,01,表觀基因體學Epigenomics ,表觀基因體學,Epigenomics ,呂昱瑋 蕭淑惠 陳永恩 ,3,3/0/0,3,選修," 四G,H",生醫系236,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2555140_01,[A.基因體暨蛋白質體學群]
理學院,生物醫學研究所,1,2555142,01,表觀基因體學專題研究(二)Special topics on Epigenomics (II) ,表觀基因體學專題研究(二),Special topics on Epigenomics (II) ,蕭淑惠 陳永恩 ,4,0/0/4,2,選修," 二13,14 四13,14",生醫系236,0,碩博合開,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_2555142_01,
