學院,系所,年級,編號,班別,科目名稱,科目名稱_中文,科目名稱_英文,任課教授,上課時數,正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數,課程大綱,備註
管理學院,企業管理學系,3,5203006,01,人文與企業倫理專題Seminar on Humanistic  and Business Ethics ,人文與企業倫理專題,Seminar on Humanistic  and Business Ethics ,艾昌瑞 曾光華 ,3,3/0/0,3,必修," 三4,5,6",管理學院214,125,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5203006_01," ,列入資通安全學程科目限本系生修習"
管理學院,企業管理學系,3,5203043,01,管理經濟學Managerial Economics (全英語授課/English-taught)  ,管理經濟學 (全英語授課),Managerial Economics (English-taught)  ,鎮明常 ,3,3/0/0,3,選修," 四4,5,6",管理學院454,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5203043_01,碩士班先修課程
管理學院,企業管理學系,3,5203045,01,系統模擬Simulation ,系統模擬,Simulation ,葉丁鴻 ,3,3/0/0,3,選修," 五4,5,6",管理學院114,125,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5203045_01,
管理學院,企業管理學系,3,5203056,01,管理時事英文選讀（二）Reading in Business News (II) ,管理時事英文選讀（二）,Reading in Business News (II) ,洪清德 ,2,2/0/0,2,選修," 二10,11",管理學院214,125,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5203056_01," ,列入管理經濟學程科目"
管理學院,企業管理學系,3,5203059,01,績效管理Performance Management ,績效管理,Performance Management ,楊文芬 ,3,3/0/0,3,選修," 四4,5,6",管理學院455,30,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5203059_01,"先修科目(5201002)管理學(及格) (5202039)組織行為(及格) (5203002)人力資源管理(及格) (所有先修條件都必須符合) ,列入創意創新創造創業學分學程科目 ,列入人力資源與組織心理學分學程科目"
管理學院,企業管理學系,3,5203068,01,組織溝通Organizational Communication ,組織溝通,Organizational Communication ,連雅慧 ,3,3/0/0,3,選修," 一4,5,6",管理學院116,65,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5203068_01,
管理學院,企業管理學系,3,5203083,01,領導學Leadership ,領導學,Leadership ,艾昌瑞 ,3,3/0/0,3,選修," 一7,8,9",管理學院454,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5203083_01," ,列入人力資源與組織心理學分學程科目"
管理學院,企業管理學系,3,5203084,01,企業倫理Business Ethics ,企業倫理,Business Ethics ,盧龍泉 ,2,2/0/0,2,必修," 三4,5",管理學院116,65,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5203084_01,支援資管系三年級.
管理學院,企業管理學系,3,5203088,01,商用英文溝通與會話Business English Communication ,商用英文溝通與會話,Business English Communication ,陳詠卉 ,3,3/0/0,3,選修," 二4,5,6",管理學院427,32,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5203088_01,支援經濟學系資管系三年級四年級.本系生不得修讀
管理學院,企業管理學系,3,5203090,01,商用英文（二）Business English Training II ,商用英文（二）,Business English Training II ,陳詠卉 ,2,2/0/0,2,選修," 一4,5",管理學院427,32,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5203090_01,限本系生修.
管理學院,企業管理學系,3,5203092,01,網路行銷-Google AnalyticsThe Internet Marketing- Google Analytics ,網路行銷-,Google AnalyticsThe Internet Marketing- Google Analytics ,蘇宏仁 ,3,3/0/0,3,選修," 三7,8,9",管理學院441研討室,62,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5203092_01,
管理學院,企業管理學系,4,5204092,01,數位經濟下的消費者洞察Consumer insights in digital economy ,數位經濟下的消費者洞察,Consumer insights in digital economy ,游蓓怡 楊文芬 ,3,3/0/0,3,選修," 三7,8,9",管理學院455,30,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5204092_01,先修科目(5201002)管理學(及格) (5202001)行銷管理(及格) (所有先修條件都必須符合)
管理學院,企業管理學系,4,5204093,01,新興市場分析Emerging Markets Analysis ,新興市場分析,Emerging Markets Analysis ,蔡宗霖 ,3,3/0/0,3,選修," 四7,8,9",管理學院116,65,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5204093_01,
管理學院,會計與資訊科技學系,1,5261102,01,初級會計學(二)Accounting II ,初級會計學(二),Accounting II ,邱献良 ,4,3/1/0,3,必修," 三7,8,9 五7",創新大樓164,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5261102_01,"先修科目(5261101)初級會計學(一)(曾經修習) (5261104)初級會計學（一）(曾經修習) (只要符合任一先修條件)限本系生修. ,列入人工智慧與電腦審計學程科目"
管理學院,會計與資訊科技學系,1,5261105,01,初級會計學（二）Accounting (II) ,初級會計學（二）,Accounting (II) ,謝佩君 ,4,3/1/0,3,必修," 二10,11 四10,11",管理學院107,125,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5261105_01,"先修科目(5261101)初級會計學(一)(曾經修習) (5261104)初級會計學（一）(曾經修習) (只要符合任一先修條件)支援經濟學系一年級A班.限本系生修. ,列入人工智慧與電腦審計學程科目"
管理學院,會計與資訊科技學系,1,5261105,02,初級會計學（二）Accounting (II) ,初級會計學（二）,Accounting (II) ,曹嘉玲 ,4,3/1/0,3,必修," 一7,8,9 五7",創新大樓162,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5261105_02,"先修科目(5261104)初級會計學（一）(曾經修習) (5261101)初級會計學(一)(曾經修習) (只要符合任一先修條件)支援經濟學系一年級B班.限本系生修. ,列入人工智慧與電腦審計學程科目"
管理學院,會計與資訊科技學系,1,5261105,03,初級會計學（二）Accounting (II) ,初級會計學（二）,Accounting (II) ,謝佩君 ,4,3/1/0,3,選修," 二7,8 四7,8",管理學院114,125,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5261105_03,"先修科目(5261101)初級會計學(一)(曾經修習) (5261104)初級會計學（一）(曾經修習) (只要符合任一先修條件)支援企管系一年級.限本系生修. ,列入人工智慧與電腦審計學程科目"
管理學院,會計與資訊科技學系,1,5261105,04,初級會計學（二）Accounting (II) ,初級會計學（二）,Accounting (II) ,黃劭彥 ,4,3/1/0,3,必修," 二7 四7,8,9",創新大樓266,30,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5261105_04,"先修科目(5261104)初級會計學（一）(曾經修習) (5261101)初級會計學(一)(曾經修習) (只要符合任一先修條件)支援財金系一年級A班B班.限本系生修. ,列入人工智慧與電腦審計學程科目"
管理學院,會計與資訊科技學系,1,5261609,01,統計學Statistics (全英語授課/English-taught)  ,統計學 (全英語授課),Statistics (English-taught)  ,林岳喬 ,3,3/0/0,3,必修," 四7,8,9",創新大樓164,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5261609_01,限本系生修.
管理學院,會計與資訊科技學系,1,5261610,01,民法概要Civil Law ,民法概要,Civil Law ,曾錦源 ,3,3/0/0,3,必修," 一12,13,14",創新大樓164,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5261610_01,限本系生修.
管理學院,會計與資訊科技學系,1,5261611,01,商用軟體應用與設計 Business Software Applications and Design ,商用軟體應用與設計 ,Business Software Applications and Design ,吳徐哲 ,3,3/0/0,3,選修," 二7,8,9",創新大樓261,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5261611_01,限本系生修.
管理學院,會計與資訊科技學系,2,5262101,01,中級會計學（二）Intermediate Accounting (II) ,中級會計學（二）,Intermediate Accounting (II) ,卓佳慶 ,6,4/2/0,4,必修," 二7,8,9 四7,8,9",創新大樓163,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5262101_01,先修科目(5261101)初級會計學(一)(及格) (5262100)中級會計學（一）(曾經修習) (所有先修條件都必須符合)限本系生修.修習5261104初級會計學(一)及格者，請以加簽方式修課
管理學院,會計與資訊科技學系,2,5262104,01,中級會計學（二）Intermediate Accounting (II) ,中級會計學（二）,Intermediate Accounting (II) ,曹嘉玲 ,4,3/1/0,3,選修," 一4,5,6 五5",創新大樓162,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5262104_01,先修科目(5262103)中級會計學（一）(曾經修習) 支援財金系二年級A班B班.限本系生修.
管理學院,會計與資訊科技學系,2,5262106,01,成本及管理會計學（一）Cost and Management Accounting (I) ,成本及管理會計學（一）,Cost and Management Accounting (I) ,吳貞慧 ,4,3/1/0,3,必修," 一6 三4,5,6",創新大樓163,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5262106_01,先修科目(5261101)初級會計學(一)(及格) (5261102)初級會計學(二)(及格) (所有先修條件都必須符合)限本系生修.修習「5261104/初級會計學(一)」、「5261105/初級會計學(二)」之學生請以加簽方式進行修課
管理學院,會計與資訊科技學系,2,5262202,01,商業智慧分析 Business Intelligence Analytics ,商業智慧分析 ,Business Intelligence Analytics ,黃柏森 ,3,3/0/0,3,選修," 四10,11,12",電算中心217教室,47,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5262202_01,限本系生修.
管理學院,會計與資訊科技學系,2,5262205,01,政府會計Government Accounting ,政府會計,Government Accounting ,陳玲娜 ,3,3/0/0,3,選修," 五7,8,9",創新大樓163,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5262205_01,限本系生修.
管理學院,會計與資訊科技學系,2,5262300,01,系統分析與設計System Analysis and Design ,系統分析與設計,System Analysis and Design ,張麗敏 ,3,3/0/0,3,必修," 一7,8,9",創新大樓261,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5262300_01,"限本系生修. ,列入人工智慧與電腦審計學程科目"
管理學院,會計與資訊科技學系,3,5263004,01,稅務實務Tax in practice ,稅務實務,Tax in practice ,劉福運 ,3,3/0/0,3,選修," 一3,4,5",創新大樓163,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5263004_01,
管理學院,會計與資訊科技學系,3,5263106,01,成本及管理會計學（二）Cost and Management Accounting (II) ,成本及管理會計學（二）,Cost and Management Accounting (II) ,吳貞慧 ,4,3/1/0,3,選修," 一10 三10,11,12",管理學院201,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5263106_01,先修科目(5263100)成本及管理會計學（一）(曾經修習) 支援財金系三年級.限本系生修.
管理學院,會計與資訊科技學系,3,5263108,01,高級會計學（二）Advanced Accounting（II） ,高級會計學（二）,Advanced Accounting（II） ,鍾宇軒 ,4,3/1/0,3,必修," 一10,11,12 三10",創新大樓162,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5263108_01,先修科目(5261101)初級會計學(一)(及格) (5261102)初級會計學(二)(及格) (所有先修條件都必須符合)限本系生修.修習「5261104/初級會計學(一)」、「5261105/初級會計學(二)」者請以加簽方式進行修課
管理學院,會計與資訊科技學系,3,5263109,01,審計學（一）Auditing (I) ,審計學（一）,Auditing (I) ,李宗霖 ,4,3/1/0,3,必修," 五10,11,12,13",創新大樓162,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5263109_01,先修科目(5261101)初級會計學(一)(及格) (5261102)初級會計學(二)(及格) (所有先修條件都必須符合)限本系生修.修習「5261104/初級會計學(一)」、「5261105/初級會計學(二)」者，請以加簽方式進行選修
管理學院,會計與資訊科技學系,3,5263612,01,大數據與資料分析Big data and data analysis (程式設計相關/Programming related) ,大數據與資料分析 (程式設計相關),Big data and data analysis (Programming related) ,許育峯 ,3,3/0/0,3,選修," 三7,8,9",創新大樓261,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5263612_01,限本系生修.
管理學院,會計與資訊科技學系,4,5264004,01,會計資訊系統Accounting Information Systems ,會計資訊系統,Accounting Information Systems ,阮金聲 ,3,3/0/0,3,必修," 二9 四8,9",創新大樓162,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5264004_01,"限本系生修. ,列入金融科技學分學程科目 ,列入人工智慧與電腦審計學程科目"
管理學院,資訊管理學系,1,5301213,01,離散數學Discrete Mathematics ,離散數學,Discrete Mathematics ,任俊擧 ,3,3/0/0,3,選修," 五4,5,6",管理學院221,79,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5301213_01," ,列入程式設計學程科目"
管理學院,資訊管理學系,1,5301216,01,程式設計Program Design (全英語授課/English-taught)  ,程式設計 (全英語授課),Program Design (English-taught)  ,許經國 ,4,3/1/0,3,必修," 一8,9 三8,9",管理學院221,79,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5301216_01,"限本系生修. ,列入人工智慧與電腦審計學程科目 ,列入軟體工程學程科目 ,列入程式設計學程科目"
管理學院,資訊管理學系,1,5301217,01,資訊管理導論Introduction to Information Management (全英語授課/English-taught)  ,資訊管理導論 (全英語授課),Introduction to Information Management (English-taught)  ,林勝為 ,3,3/0/0,3,必修, 二C 四C,管理學院415,73,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5301217_01,先修科目(5301105)計算機概論(曾經修習) 限本系生修.
管理學院,資訊管理學系,2,5302115,01,醫療資訊系統Medical Information System ,醫療資訊系統,Medical Information System ,佘明玲 ,3,3/0/0,3,選修," 一7,8,9",管理學院608,15,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5302115_01,
管理學院,資訊管理學系,2,5302202,01,資料庫管理Database Management ,資料庫管理,Database Management ,黃士銘 ,4,3/1/0,3,必修," 二8,9 四8,9",管理學院349,55,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5302202_01,"先修科目(5301105)計算機概論(及格) 限本系生修. ,列入程式設計學程科目 ,列入大數據與資料科學學程科目 ,列入金融科技學分學程科目 ,列入人工智慧與電腦審計學程科目"
管理學院,資訊管理學系,2,5302205,01,企業資料通訊與網路Business Data Communication (全英語授課/English-taught)  ,企業資料通訊與網路 (全英語授課),Business Data Communication (English-taught)  ,許經國 ,3,3/0/0,3,必修, 二H 四H,管理學院221,79,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5302205_01,"先修科目(5301214)物件導向技術（一）－JAVA(曾經修習) (5302203)資料結構(曾經修習) (所有先修條件都必須符合)限本系生修. ,列入資通安全學程科目"
管理學院,資訊管理學系,3,5303111,01,網路行銷Internet Marketing ,網路行銷,Internet Marketing ,廖則竣 ,3,3/0/0,3,選修," 五8,9,10",管理學院616B,20,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5303111_01,"限本系生修. ,列入電子商務學程科目"
管理學院,資訊管理學系,3,5303213,01,會計資訊系統Accounting Information System ,會計資訊系統,Accounting Information System ,阮金聲 ,3,3/0/0,3,選修," 二9 四8,9",管理學院221,79,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5303213_01,"限本系生修. ,列入軟體工程學程科目 ,列入人工智慧與電腦審計學程科目"
管理學院,資訊管理學系,3,5303216,01,人工智慧與專家系統Artificial Intelligence and Expert Systems ,人工智慧與專家系統,Artificial Intelligence and Expert Systems ,任俊擧 ,3,3/0/0,3,選修," 一7,8,9",管理學院349,55,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5303216_01,"限本系生修. ,列入金融科技學分學程科目 ,列入人工智慧與電腦審計學程科目"
管理學院,資訊管理學系,3,5303229,01,專案開發（一）Project Development I ,專案開發（一）,Project Development I ,洪新原 ,2,2/0/0,2,必修, 一1 三1,管理學院221,79,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5303229_01,"限本系生修. ,列入電子商務學程科目本課程為本系畢業專題製作之課程，故限本系生修"
管理學院,資訊管理學系,3,5303233,01,專案開發(二)Project Development (II) ,專案開發(二),Project Development (II) ,阮金聲 ,2,2/0/0,2,必修, 二1 四1,管理學院221,79,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5303233_01,"限本系生修. ,列入電子商務學程科目本課程為畢業專題製作，故限本系生修"
管理學院,資訊管理學系,4,5304214,01,顧客關係管理Customer Relationship Management ,顧客關係管理,Customer Relationship Management ,吳英隆 ,3,3/0/0,3,選修, 一G 三G,管理學院616B,20,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_5304214_01,
法學院,法學院學士班,2,6012006,01,工業4.0與法律Industry 4.0 and Law ,工業4.0與法律,Industry 4.0 and Law ,廖蕙玟 簡立仁 ,2,2/0/0,2,選修," 四10,11",創新大樓341,80,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6012006_01,
法學院,法律學系法學組,1,6101001,01,法學緒論Introduction to Jurisprudence ,法學緒論,Introduction to Jurisprudence ,高文琦 ,2,2/0/0,2,選修," 三8,9",法學院209,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6101001_01,限本系生修.限法律學系學生選修；法學組專業相對必修課程。
法學院,法律學系法學組,1,6101022,01,民法總則（二）Civil Law : General Principles (II) ,民法總則（二）,Civil Law : General Principles (II) ,楊宏暉 ,2,2/0/0,2,必修," 一4,5",法學院209,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6101022_01,"先修科目(6101021)民法總則（一）(曾經修習) (6201021)民法總則（一）(曾經修習) (6301001)民法總則（一）(曾經修習) (只要符合任一先修條件) ,列入人工智慧暨醫療管理與法律學分學程科目"
法學院,法律學系法學組,1,6101032,01,刑法總則（二）Criminal Law : Kinds of General Principles (II) ,刑法總則（二）,Criminal Law : Kinds of General Principles (II) ,黃士軒 ,3,3/0/0,3,必修," 四7,8,9",法學院209,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6101032_01,"先修科目(6101031)刑法總則（一）(曾經修習) (6201031)刑法總則（一）(曾經修習) (6301007)刑法總則（一）(曾經修習) (只要符合任一先修條件) ,列入人工智慧暨醫療管理與法律學分學程科目"
法學院,法律學系法學組,1,6101042,01,憲法（二）Constitutional Law (II) ,憲法（二）,Constitutional Law (II) ,吳信華 ,2,2/0/0,2,必修," 四4,5",法學院209,70,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6101042_01,先修科目(6101041)憲法（一）(曾經修習) (6201041)憲法（一）(曾經修習) (6301002)憲法（一）(曾經修習) (只要符合任一先修條件)
法學院,法律學系法學組,1,6101097,01,法學緒論Introduction to Jurisprudence ,法學緒論,Introduction to Jurisprudence ,梁弘孟 ,3,3/0/0,3,必修," 三10,11,12",法學院209,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6101097_01,支援政治系一年級.
法學院,法律學系法學組,2,6102020,01,民法債編總論（二）Civil Law: General Provisions of Obligations (II) ,民法債編總論（二）,Civil Law: General Provisions of Obligations (II) ,謝哲勝 ,2,2/0/0,2,必修," 一10,11",法學院204,70,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6102020_01,
法學院,法律學系法學組,2,6102024,01,民法物權（二）Civil Law:Property (II) ,民法物權（二）,Civil Law:Property (II) ,楊宏暉 ,2,2/0/0,2,必修," 一8,9",法學院203,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6102024_01,
法學院,法律學系法學組,2,6102026,01,民法繼承Civil Law:Succession ,民法繼承,Civil Law:Succession ,梁弘孟 ,2,2/0/0,2,必修," 三4,5",法學院209,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6102026_01,先修科目(6101022)民法總則（二）(曾經修習) (6201022)民法總則（二）(曾經修習) (6301009)民法總則（二）(曾經修習) (只要符合任一先修條件)
法學院,法律學系法學組,2,6102032,01,刑法分則（二）Criminal Law:Kinds of Offenses ,刑法分則（二）,Criminal Law:Kinds of Offenses ,黃士軒 ,2,2/0/0,2,必修," 四4,5",法學院206,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6102032_01,先修科目(6101032)刑法總則（二）(及格) (6201032)刑法總則（二）(及格) (6301014)刑法總則（二）(及格) (只要符合任一先修條件)
法學院,法律學系法學組,2,6102044,01,行政法總論（二）Administrative Law:General Principles (II) ,行政法總論（二）,Administrative Law:General Principles (II) ,蕭文生 ,2,2/0/0,2,必修," 三8,9",法學院206,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6102044_01," ,列入人工智慧暨醫療管理與法律學分學程科目"
法學院,法律學系法學組,2,6102063,01,德文（二）German (II) ,德文（二）,German (II) ,楊美娟 ,2,2/0/0,2,選修," 二2,3",共同教室大樓213,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6102063_01,先修科目(6102062)德文（一）(曾經修習) 法學組專業相對必修課程。
法學院,法律學系法學組,2,6102082,01,日文（二）Japanese (II) ,日文（二）,Japanese (II) ,周兆昱 ,2,2/0/0,2,選修," 三2,3",法學院209,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6102082_01,先修科目(6102060)日文（一）(曾經修習) 法學組專業相對必修課程。
法學院,法律學系法學組,2,6102102,01,長者人權門診Human Rights of Elders Legal Clinic ,長者人權門診,Human Rights of Elders Legal Clinic ,施慧玲 劉建宏 ,2,2/0/0,2,選修," 二4,5",共同教室大樓302TEAL教室,99,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6102102_01,
法學院,法律學系法學組,3,6103023,01,保險法Insurance Law ,保險法,Insurance Law ,羅俊瑋 ,2,2/0/0,2,必修," 二4,5",法學院202,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6103023_01,先修科目(6102020)民法債編總論（二）(曾經修習) (6202019)民法債編總論（二）(曾經修習) (只要符合任一先修條件)
法學院,法律學系法學組,3,6103026,01,民法債編各論（二）Civil Law：Kinds of Obligations (II) ,民法債編各論（二）,Civil Law：Kinds of Obligations (II) ,楊宏暉 ,2,2/0/0,2,必修," 三4,5",法學院202,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6103026_01,
法學院,法律學系法學組,3,6103034,01,刑事訴訟法（二）Law of Criminal Procedure (II) ,刑事訴訟法（二）,Law of Criminal Procedure (II) ,盧映潔 ,2,2/0/0,2,必修," 二8,9",法學院206,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6103034_01,先修科目(6103033)刑事訴訟法（一）(曾經修習) 
法學院,法律學系法學組,3,6103042,01,民事訴訟法（二）Law of Civil Procedure (II) ,民事訴訟法（二）,Law of Civil Procedure (II) ,廖蕙玟 ,2,2/0/0,2,必修," 四2,3",法學院101階梯教室,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6103042_01,先修科目(6103041)民事訴訟法（一）(曾經修習) (6203035)民事訴訟法（一）(曾經修習) (只要符合任一先修條件)
法學院,法律學系法學組,3,6103058,01,日文法學名著選讀（二）Readings on Selected Topics of Japanese Law (II) ,日文法學名著選讀（二）,Readings on Selected Topics of Japanese Law (II) ,周兆昱 ,2,2/0/0,2,選修," 一2,3",法學院201,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6103058_01,支援法學組法制組三年級.
法學院,法律學系法學組,3,6103070,01,法律哲學Philosophy of Law ,法律哲學,Philosophy of Law ,高文琦 謝世民 ,3,3/0/0,3,選修," 三4,5,6",共同教室大樓201,15,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6103070_01,本課程與哲學系法律哲學課程共時授課。
法學院,法律學系法學組,3,6103077,01,刑法總則理論演習（二）Studies on Criminal Law: General Principles Theory (II) ,刑法總則理論演習（二）,Studies on Criminal Law: General Principles Theory (II) ,黃士軒 ,2,2/0/0,2,選修," 五8,9",法學院407,20,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6103077_01,先修科目(6102032)刑法分則（二）(及格) (6202032)刑法分則（二）(及格) (只要符合任一先修條件)支援法學組法制組三年級.
法學院,法律學系法學組,3,6103080,01,醫療法Medical Law ,醫療法,Medical Law ,盧映潔 ,2,2/0/0,2,選修," 一8,9",法學院202,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6103080_01,支援法學組法制組三年級.
法學院,法律學系法學組,3,6103088,01,少年法Juvenile Law ,少年法,Juvenile Law ,黃士軒 ,2,2/0/0,2,選修," 四10,11",法學院202,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6103088_01,支援法學組法制組三年級.
法學院,法律學系法學組,3,6103090,01,國際環境法International Environmental Law ,國際環境法,International Environmental Law ,廖宗聖 ,2,2/0/0,2,選修," 三4,5",法學院407,20,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6103090_01,"支援法學組法制組三年級. ,列入財經法律國際商務法全英語學分學程科目"
法學院,法律學系法學組,4,6104008,01,訴願及行政訴訟法（二）Admistrative Appeal and Administrative Adjudication Law (II) ,訴願及行政訴訟法（二）,Admistrative Appeal and Administrative Adjudication Law (II) ,江嘉琪 ,2,2/0/0,2,必修," 三10,11",法學院204,70,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6104008_01,
法學院,法律學系法學組,4,6104075,01,法律倫理學Legal Ethics ,法律倫理學,Legal Ethics ,鄭津津 ,2,2/0/0,2,選修," 二10,11",法學院101階梯教室,120,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6104075_01,支援法學組法制組四年級.限本系生修.共同相對必修課程。
法學院,法律學系法制組,1,6201022,01,民法總則（二）Civil Law : General Principles (II) ,民法總則（二）,Civil Law : General Principles (II) ,廖蕙玟 ,2,2/0/0,2,必修," 二2,3",法學院206,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6201022_01,"先修科目(6101021)民法總則（一）(曾經修習) (6201021)民法總則（一）(曾經修習) (6301001)民法總則（一）(曾經修習) (只要符合任一先修條件) ,列入人工智慧暨醫療管理與法律學分學程科目"
法學院,法律學系法制組,1,6201032,01,刑法總則（二）Criminal Law : Kinds of General Principles (II) ,刑法總則（二）,Criminal Law : Kinds of General Principles (II) ,謝國欣 ,3,3/0/0,3,必修," 一7,8,9",法學院204,70,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6201032_01," ,列入人工智慧暨醫療管理與法律學分學程科目"
法學院,法律學系法制組,1,6201042,01,憲法（二）Constitutional Law (II) ,憲法（二）,Constitutional Law (II) ,王韻茹 ,2,2/0/0,2,必修," 三4,5",法學院203,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6201042_01,先修科目(6101041)憲法（一）(曾經修習) (6201041)憲法（一）(曾經修習) (6301002)憲法（一）(曾經修習) (只要符合任一先修條件)
法學院,法律學系法制組,2,6202019,01,民法債編總論（二）Civil Law:General Provisions of Obligations (II) ,民法債編總論（二）,Civil Law:General Provisions of Obligations (II) ,楊宏暉 ,2,2/0/0,2,必修," 二8,9",法學院203,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6202019_01,
