學院,系所,年級,編號,班別,科目名稱,科目名稱_中文,科目名稱_英文,任課教授,上課時數,正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數,課程大綱,備註
法學院,法律學系法制組,2,6202024,01,民法物權（二）Civil Law:Property (II) ,民法物權（二）,Civil Law:Property (II) ,謝哲勝 ,2,2/0/0,2,必修," 二4,5",法學院204,70,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6202024_01,
法學院,法律學系法制組,2,6202026,01,民法繼承Civil Law:Succession ,民法繼承,Civil Law:Succession ,梁弘孟 ,2,2/0/0,2,必修," 三4,5",法學院209,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6202026_01,先修科目(6101022)民法總則（二）(曾經修習) (6201022)民法總則（二）(曾經修習) (6301009)民法總則（二）(曾經修習) (只要符合任一先修條件)
法學院,法律學系法制組,2,6202032,01,刑法分則（二）Criminal Law:Kinds of Offenses (II) ,刑法分則（二）,Criminal Law:Kinds of Offenses (II) ,王正嘉 ,2,2/0/0,2,必修," 一8,9",法學院101階梯教室,120,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6202032_01,支援法制組財法系二年級.
法學院,法律學系法制組,2,6202035,01,憲法訴訟法Constitutional Procedure Law ,憲法訴訟法,Constitutional Procedure Law ,吳信華 ,2,2/0/0,2,選修," 四8,9",法學院205,70,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6202035_01,法制組專業相對必修課程。
法學院,法律學系法制組,3,6202039,01,行政法實例演習（一）Case Studies on Adminstrative Law (I) ,行政法實例演習（一）,Case Studies on Adminstrative Law (I) ,江嘉琪 ,2,2/0/0,2,選修," 三4,5",法學院206,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6202039_01,法制組專業相對必修課程。
法學院,法律學系法制組,2,6202041,01,國際公法Public International Law ,國際公法,Public International Law ,廖宗聖 ,2,2/0/0,2,選修," 二10,11",法學院205,70,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6202041_01,共同相對必修課程。
法學院,法律學系法制組,2,6202044,01,行政法總論（二）Administrative Law:General Principles (II) ,行政法總論（二）,Administrative Law:General Principles (II) ,李仁淼 ,2,2/0/0,2,必修," 四4,5",法學院205,70,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6202044_01," ,列入人工智慧暨醫療管理與法律學分學程科目"
法學院,法律學系法制組,3,6203023,01,保險法Insurance Law ,保險法,Insurance Law ,羅俊瑋 ,2,2/0/0,2,必修," 一4,5",法學院202,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6203023_01,先修科目(6102020)民法債編總論（二）(曾經修習) (6202019)民法債編總論（二）(曾經修習) (只要符合任一先修條件)限本系生修.
法學院,法律學系法制組,3,6203024,01,海商法Maritime Law ,海商法,Maritime Law ,羅俊瑋 ,2,2/0/0,2,選修," 一8,9",法學院209,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6203024_01,先修科目(6102020)民法債編總論（二）(曾經修習) (6202019)民法債編總論（二）(曾經修習) (只要符合任一先修條件)支援法學組法制組三年級.限本系生修.共同相對必修課程。
法學院,法律學系法制組,3,6203026,01,民法債編各論（二）Civil Law：Kinds of Obligations (II) ,民法債編各論（二）,Civil Law：Kinds of Obligations (II) ,周兆昱 ,2,2/0/0,2,必修," 二2,3",法學院205,70,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6203026_01,
法學院,法律學系法制組,3,6203034,01,刑事訴訟法（二）Law of Criminal Procedure (II) ,刑事訴訟法（二）,Law of Criminal Procedure (II) ,謝國欣 ,2,2/0/0,2,必修," 二8,9",法學院202,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6203034_01,
法學院,法律學系法制組,3,6203036,01,民事訴訟法（二）Law of Civil Procedure (II) ,民事訴訟法（二）,Law of Civil Procedure (II) ,廖蕙玟 ,2,2/0/0,2,必修," 四2,3",法學院101階梯教室,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6203036_01,先修科目(6103041)民事訴訟法（一）(曾經修習) (6203035)民事訴訟法（一）(曾經修習) (只要符合任一先修條件)
法學院,法律學系法制組,3,6203044,01,經濟行政法Economic Administration Law ,經濟行政法,Economic Administration Law ,江嘉琪 ,2,2/0/0,2,選修," 四8,9",法學院206,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6203044_01,法制組專業相對必修課程。
法學院,法律學系法制組,3,6203053,01,公法實例演習Case Study of Public Law ,公法實例演習,Case Study of Public Law ,李仁淼 ,2,2/0/0,2,選修," 四10,11",法學院209,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6203053_01,法制組專業相對必修課程。
法學院,法律學系法制組,3,6203061,01,社會法總論General Principles of Social Law ,社會法總論,General Principles of Social Law ,王韻茹 ,2,2/0/0,2,選修," 三10,11",法學院203,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6203061_01,"先修科目(6102044)行政法總論（二）(曾經修習) (6202044)行政法總論（二）(曾經修習) (6302016)行政法總論（二）(曾經修習) (只要符合任一先修條件)支援法學組法制組三年級. ,列入長者人權門診跨域學分學程科目共同相對必修課程。"
法學院,法律學系法制組,3,6203064,01,勞動法各論Separate Fields of Labor Law ,勞動法各論,Separate Fields of Labor Law ,周兆昱 ,2,2/0/0,2,選修," 二10,11",法學院206,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6203064_01,支援法學組法制組三年級.共同相對必修課程。
法學院,法律學系法制組,3,6203075,01,證券交易法Securities Exchange Law ,證券交易法,Securities Exchange Law ,洪令家 ,2,2/0/0,2,必修," 一10,11",法學院206,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6203075_01,先修科目(6102020)民法債編總論（二）(曾經修習) (6202019)民法債編總論（二）(曾經修習) (只要符合任一先修條件)
法學院,法律學系法制組,4,6204002,01,訴願及行政訴訟法（二）Admistrative Appeal and Administrative Adjudication Law (II) ,訴願及行政訴訟法（二）,Admistrative Appeal and Administrative Adjudication Law (II) ,劉建宏 ,2,2/0/0,2,必修," 一10,11",法學院205,70,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6204002_01,
法學院,法律學系法制組,4,6204052,01,法律服務（二）Legal Aid(Ⅱ) ,法律服務（二）,Legal Aid(Ⅱ) ,王正嘉 ,2,2/0/0,2,選修," 三8,9",法學院307,20,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6204052_01,"先修科目(6102020)民法債編總論（二）(曾經修習) (6202019)民法債編總論（二）(曾經修習) (6302020)民法債編總論（二）(曾經修習) (只要符合任一先修條件)支援法學組法制組四年級. ,列入長者人權門診跨域學分學程科目法學組專業相對必修課程。"
法學院,財經法律學系,1,6301888,01,學系服務學習Service Learning: Campus Service ,學系服務學習,Service Learning: Campus Service ,曾品傑 ,1,1/0/0,0,必修, 一6,法學院201,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6301888_01,限本系一年級雙號學生修讀;限本系學生修讀.
法學院,財經法律學系,1,6301009,01,民法總則（二）Civil Law:General Principles (II) ,民法總則（二）,Civil Law:General Principles (II) ,葉錦鴻 ,2,2/0/0,2,必修," 二4,5",法學院206,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6301009_01," ,列入人工智慧暨醫療管理與法律學分學程科目"
法學院,財經法律學系,1,6301010,01,憲法（二）Constitutional Law (II) ,憲法（二）,Constitutional Law (II) ,黃俊杰 ,2,2/0/0,2,必修," 一4,5",法學院206,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6301010_01,
法學院,財經法律學系,1,6301014,01,刑法總則（二）Criminal Law:Kinds of General Principles (II) ,刑法總則（二）,Criminal Law:Kinds of General Principles (II) ,柯耀程 ,2,2/0/0,2,必修," 五4,5",法學院204,70,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6301014_01,
法學院,財經法律學系,1,6301019,01,法學緒論（二）Introduction to Jurisprudence (II) ,法學緒論（二）,Introduction to Jurisprudence (II) ,李孟玢 ,2,2/0/0,2,選修," 四4,5",法學院204,70,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6301019_01,
法學院,財經法律學系,1,6301024,01,初級會計學(二)Accounting(II) ,初級會計學(二),Accounting(II) ,李孟修 ,4,3/1/0,3,選修," 一7,8,9 三7",法學院201,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6301024_01,"先修科目(6301023)初級會計學(一)(曾經修習) 支援財法系一年級A班. ,列入人工智慧與電腦審計學程科目"
法學院,財經法律學系,2,6302002,01,民法繼承Civil Law: Succession Law ,民法繼承,Civil Law: Succession Law ,曾品傑 ,2,2/0/0,2,必修," 一2,3",法學院209,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6302002_01,
法學院,財經法律學系,2,6302004,01,國際公法（二）Public International Law (II) ,國際公法（二）,Public International Law (II) ,林韋仲 ,2,2/0/0,2,必修," 四4,5",法學院201,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6302004_01,先修科目(6301010)憲法（二）(曾經修習) (6201042)憲法（二）(曾經修習) (6101042)憲法（二）(曾經修習) (3301070)中華民國憲法與政府(曾經修習) (只要符合任一先修條件)支援政治系財法系二年級三年級A班.財法系相對必修課程
法學院,財經法律學系,2,6302011,01,行政法總論（二）Administrative Law : General Principles (II) ,行政法總論（二）,Administrative Law : General Principles (II) ,盛子龍 ,2,2/0/0,2,必修," 二10,11",法學院209,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6302011_01,
法學院,財經法律學系,2,6302014,01,民法物權（二）Civil Law：Property (II) ,民法物權（二）,Civil Law：Property (II) ,姚信安 ,2,2/0/0,2,必修," 三8,9",法學院203,60,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6302014_01,
法學院,財經法律學系,2,6302020,01,民法債編總論（二）Civil Law:General Provisions of Obligations(II) ,民法債編總論（二）,Civil Law:General Provisions of Obligations(II) ,曾品傑 ,2,2/0/0,2,必修," 二4,5",法學院209,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6302020_01,
法學院,財經法律學系,2,6302024,01,法學英文Legal English ,法學英文,Legal English ,葉錦鴻 ,2,2/0/0,2,選修," 二8,9",法學院201,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6302024_01,先修科目(6201022)民法總則（二）(曾經修習) (6101022)民法總則（二）(曾經修習) (6301009)民法總則（二）(曾經修習) (只要符合任一先修條件)財法系相對必修課程
法學院,財經法律學系,2,6302025,01,所得稅法Income Tax Law ,所得稅法,Income Tax Law ,辜仲明 ,2,2/0/0,2,選修," 三4,5",法學院101階梯教室,120,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6302025_01,支援財法系二年級三年級四年級A班.不限年級。財法系相對必修課程
法學院,財經法律學系,3,6303002,01,民法債編各論（二）Civil Law：Kinds of Obligations (II) ,民法債編各論（二）,Civil Law：Kinds of Obligations (II) ,曾品傑 ,2,2/0/0,2,必修," 二2,3",法學院209,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6303002_01,先修科目(6301009)民法總則（二）(曾經修習) (6201022)民法總則（二）(曾經修習) (6101022)民法總則（二）(曾經修習) (只要符合任一先修條件)支援財法系三年級A班.
法學院,財經法律學系,3,6303004,01,民事訴訟法（二）Law of Civil Procedure (II) ,民事訴訟法（二）,Law of Civil Procedure (II) ,魏伶娟 ,2,2/0/0,2,必修," 二4,5",法學院205,70,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6303004_01,
法學院,財經法律學系,3,6303015,01,金融法Financial Law ,金融法,Financial Law ,江朝聖 ,2,2/0/0,2,必修," 一8,9",法學院206,90,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6303015_01,支援財法系三年級A班.因教師未定，開課時間暫時排定，開課時間可能會再異動。110年1月份異動授課老師和授課時間為每週一第8~9節。
法學院,財經法律學系,3,6303018,01,保險法Insurance Law ,保險法,Insurance Law ,林德瑞 ,2,2/0/0,2,必修," 四10,11",法學院205,70,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6303018_01,先修科目(6303009)票據法(曾經修習) (6103022)票據法(曾經修習) (6203022)票據法(曾經修習) (只要符合任一先修條件)
法學院,財經法律學系,3,6303019,01,海商法Maritime Law ,海商法,Maritime Law ,姚信安 ,2,2/0/0,2,選修," 二8,9",法學院205,70,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6303019_01,先修科目(6101022)民法總則（二）(曾經修習) (6201022)民法總則（二）(曾經修習) (6301009)民法總則（二）(曾經修習) (只要符合任一先修條件)財法系相對必修課程
法學院,財經法律學系,3,6303022,01,刑事訴訟法（二）Law of Criminal Procedure (II) ,刑事訴訟法（二）,Law of Criminal Procedure (II) ,柯耀程 ,2,2/0/0,2,必修," 五2,3",法學院204,70,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6303022_01,
法學院,財經法律學系,3,6303029,01,稅法實例演習Case Studies on Tax Law ,稅法實例演習,Case Studies on Tax Law ,辜仲明 ,2,2/0/0,2,選修," 三2,3",法學院101階梯教室,120,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6303029_01,支援財法系三年級四年級A班B班.不限年級
法學院,財經法律學系,3,6303034,01,法律倫理學Legal Ethics ,法律倫理學,Legal Ethics ,葉錦鴻 ,2,2/0/0,2,必修," 三4,5",法學院201,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6303034_01,先修科目(6301009)民法總則（二）(曾經修習) (6201022)民法總則（二）(曾經修習) (6101022)民法總則（二）(曾經修習) (只要符合任一先修條件)支援財法系三年級A班.
法學院,財經法律學系,3,6303037,01,專利法Patent Law ,專利法,Patent Law ,陳文吟 ,2,2/0/0,2,必修," 一4,5",法學院201,50,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6303037_01,先修科目(6102024)民法物權（二）(曾經修習) (6202024)民法物權（二）(曾經修習) (6302014)民法物權（二）(曾經修習) (6102020)民法債編總論（二）(曾經修習) (6202019)民法債編總論（二）(曾經修習) (6302020)民法債編總論（二）(曾經修習) (只要符合任一先修條件)支援財法系三年級A班.
法學院,財經法律學系,3,6303040,01,醫護法規Introduction of the Law and Regulation on Medical Affairs and Nursing ,醫護法規,Introduction of the Law and Regulation on Medical Affairs and Nursing ,吳秀玲 ,2,2/0/0,2,選修," 二12,13",法學院204,70,https://ecourse2.ccu.edu.tw/local/intro/course_intro.php?cour_no=109_2_6303040_01,先修科目(6301010)憲法（二）(曾經修習) (6302011)行政法總論（二）(曾經修習) (6302016)行政法總論（二）(曾經修習) (6101042)憲法（二）(曾經修習) (6102044)行政法總論（二）(曾經修習) (6201042)憲法（二）(曾經修習) (6202044)行政法總論（二）(曾經修習) (只要符合任一先修條件)
